Geneid	Length	genome_mapping/Low.6694c2.rep3.RNAseq.mm10.sorted.bam
E130307A14Rik	1664	179
Hk1os	1826	38
C730027H18Rik	2300	289
1700028I16Rik	1056	0
Gm10440	2751	0
D130020L05Rik	3100	82
4930546C10Rik	2322	0
4930579G18Rik	1461	609
2310065F04Rik	2724	0
Lhx1os	624	0
C030037D09Rik	1056	170
1700110I01Rik	1702	0
5830428M24Rik	1037	26
Rplp2-ps1	825	0
Gm38402	1557	0
Snhg4	1151	883
1700001G11Rik	769	23
Gm2447	1805	0
Gm38431	2999	0
Bc1	146	1
Gm6654	626	118
Morf4l1-ps1	5159	236
Gm11696	2765	124
Gm14327	1101	2
BB283400	1418	0
0610009L18Rik	619	126
Tmem132cos	869	0
4930474N09Rik	1176	3
1810007D17Rik	742	0
1810018F18Rik	1447	0
1700008K24Rik	947	0
1700016P04Rik	429	0
Epb41l4aos	433	1506
1810044D09Rik	486	127
2610020C07Rik	2156	186
Plut	1442	809
5730405O15Rik	887	30
Stamos	800	66
Evx1os	2916	0
0610005C13Rik	1122	317
1600025M17Rik	547	0
4931403G20Rik	1852	52
2610206C17Rik	1717	7
1700042G15Rik	2030	0
1700061F12Rik	883	0
1700125H03Rik	760	22
4930425K10Rik	741	0
4930423M02Rik	1205	0
C430049B03Rik	2993	325
Snhg18	1483	167
Gm20857	756	0
Gm20858	729	0
Gm20871	811	0
Gm3143	960	0
AV039307	1332	25
Gm14718	756	0
Mir3960	73	87
Mir3961	59	0
Mir28c	75	0
Mir3962	64	0
Mir3963	71	0
Mir3964	74	0
Mir1843b	66	0
Mir3965	69	0
Mir378b	92	9
Mir101c	75	0
Mir3966	85	0
Mir3967	68	0
Mir3968	100	0
Mir3969	92	0
Mir28b	80	3
Mir3970	90	0
Mir3971	83	0
Mir5046	59	0
Mir5098	80	5
Mir5099	74	0
Mir5100	64	0
Mir5101	83	0
Mir5103	79	26
Mir5104	94	0
Mir5106	73	2
Mir3473c	81	2
Mir5107	88	10
Mir5108	85	0
Mir5110	87	0
Mir5112	60	0
Mir5113	82	0
Mir5114	61	0
Mir5116	63	0
Mir5118	67	0
Mir5119	57	5
Mir5120	78	0
Mir5121	74	0
Mir5122	89	0
Mir3473d	81	6
Mir5123	83	0
Mir5124a	21	0
Mir5125	79	361
Mir3572	86	3
Mir5126	77	0
Mir5127	71	0
Mir5128	84	0
Mir5129	78	0
Mir5130	84	0
Mir5131	93	0
Mir5132	71	0
Mir5133	77	0
Mir5134	78	1
Mir5135	79	2
Mir5136	76	1
1700019G24Rik	515	0
Gm14405	1699	0
2210408F21Rik	1041	467
Smkr-ps	662	8
2310001H17Rik	769	96
Kantr	4258	622
9530051G07Rik	4414	0
9330179D12Rik	1494	33
4732490B19Rik	2446	65
Plxna4os1	1909	42
E230016M11Rik	1762	121
Dlx4os	1663	35
Gm12295	3189	41
3632454L22Rik	5236	0
Lyrm7os	928	0
Gm14858	1758	0
Gm11627	677	10
A730020E08Rik	1661	0
6430706D22Rik	3638	0
2310040G24Rik	775	67
4930414N06Rik	610	9
Gm12130	2453	0
Gm19434	2572	9
Gm19757	2946	2
4931408D14Rik	3240	227
Mkln1os	964	31
Gm20362	2088	0
Gm20743	1588	0
Gm5833	1930	0
Gm2061	2761	2
6720468P15Rik	1785	24
Apol7d	1193	35
2310069G16Rik	862	6
1700025B11Rik	552	0
Mir9-3hg	3979	0
1700065I16Rik	843	0
B230217O12Rik	1954	130
A730082K24Rik	2065	0
2500004C02Rik	1898	402
Gm19424	2238	4
Ctcflos	3476	29
Platr14	1145	0
A730056A06Rik	2973	4
1700017J07Rik	472	0
E130018N17Rik	1309	6
4833419F23Rik	881	27
A230077H06Rik	2918	0
AI646519	733	0
E130215H24Rik	936	2
A930006I01Rik	2229	0
A230108P19Rik	2500	4
D330023K18Rik	512	115
D330050G23Rik	1810	27
Gm16982	2620	63
Redrum	2228	0
Gm19897	1619	38
Gm16157	1340	9
A330093E20Rik	2407	0
Gm15880	2884	23
1810019D21Rik	1646	529
Gm20556	1237	7
4930473A02Rik	1409	50
Gm19466	2306	35
D030024E09Rik	2513	0
Gm5475	2320	0
5430421F17Rik	2295	18
E030013I19Rik	2773	0
Pcsk2os1	4233	0
Znf41-ps	4566	186
BB557941	1099	4
Gm19276	870	104
Gm14204	6738	0
Gm19277	1165	1
Gm13483	1786	3
9430091E24Rik	2671	378
Gm13544	2940	0
Gm15446	1551	56
Gm16796	3172	71
Gm13944	751	0
Gm13293	1609	80
Gm13752	2616	0
Gm14023	1781	31
Gm14169	2527	2
Asb17os	495	4
A230028O05Rik	2793	65
B130034C11Rik	1406	59
Gm16793	1728	139
5730403I07Rik	2031	3
G730013B05Rik	2871	0
Rbm46os	3448	0
4930520O04Rik	1255	53
Platr4	2168	1
AI115009	1853	2
AI606473	2164	0
Gm2837	778	0
Gm10785	1709	127
A730090N16Rik	1383	16
A230001M10Rik	1864	0
1700063D05Rik	709	0
D430036J16Rik	1855	0
4930570G19Rik	4170	0
C920006O11Rik	1447	249
Gm19522	2530	19
Gm15417	1568	727
Gm6260	921	0
Gm16845	1518	120
Gm7977	748	2
Gm15441	1673	35
Gm5925	1955	0
Gm15471	633	12
5033403H07Rik	479	19
Ptma-ps2	2231	52
Tbx3os2	1352	0
1810021B22Rik	654	79
2310034G01Rik	788	63
Gm6568	910	5
Gm15401	1529	13
2610037D02Rik	3631	3
Rbakdn	636	2
Gm9899	4823	52
Gm19619	2856	13
Gm15408	1379	63
Gm15787	1395	62
Gm15708	1766	267
AU022754	2976	49
E130218I03Rik	1088	0
Kank4os	2388	0
3110045C21Rik	1135	93
1810006J02Rik	1687	3
Alms1-ps2	1170	1
Gm16023	2493	92
AV051173	624	105
Gm13003	2904	1
Gm12709	1912	1
1700017G19Rik	2439	0
C920021L13Rik	1726	31
1700047G03Rik	840	0
Gm10007	450	0
Gm20356	2475	0
4930523O13Rik	1298	0
A430035B10Rik	1936	24
Gm18852	4348	0
4933417E11Rik	1093	7
4933436E23Rik	1111	0
Gm18853	4357	0
4930529K09Rik	622	0
C230079O03Rik	1385	0
1700016L21Rik	394	0
Gm19784	1379	0
1700034P13Rik	1494	12
9230112J17Rik	2448	254
1700066B17Rik	531	0
5830418P13Rik	2178	1
1700063A18Rik	356	0
1700065J18Rik	404	0
5031425E22Rik	4542	2447
1700067G17Rik	603	0
1700112H15Rik	778	0
4930440C22Rik	1565	0
D16Ertd519e	610	0
4930448I06Rik	573	0
4930565N06Rik	2416	104
4930503O07Rik	578	0
4930533P14Rik	583	0
4930598F16Rik	761	0
4930568G15Rik	998	0
1600019K03Rik	477	0
C030007H22Rik	589	0
9530026F06Rik	892	0
1600002D24Rik	2215	0
1810053B23Rik	2583	14
6720483E21Rik	1120	5
Platr5	476	2
1700029J03Rik	789	0
4930404A05Rik	712	0
Gad1os	889	0
1700019E08Rik	635	0
4933416E03Rik	1127	0
9130015L21Rik	607	0
1700080N15Rik	434	0
4930441J16Rik	516	0
4933406D12Rik	737	0
8430437L04Rik	1663	0
4930443O20Rik	1443	15
4930405A21Rik	995	29
4930556C24Rik	907	0
1700003L19Rik	746	0
Ccdc34os	980	2
1700028P15Rik	856	0
5330411J11Rik	1644	43
9230102O04Rik	737	1
1700010K23Rik	376	0
4930547E08Rik	541	1
4930528P14Rik	507	0
4930545L23Rik	2502	16
Gm4262	1984	91
Sox5os3	904	0
2310069B03Rik	1831	34
4932412D23Rik	4820	0
1700025N23Rik	902	6
Dbhos	4020	0
1700049E22Rik	507	0
1700065J11Rik	428	0
1700069P05Rik	787	0
Gm9926	4892	2032
Gm13807	1295	30
Gm10714	874	5
1700029B22Rik	697	0
Gm10804	2923	2
Gm10548	2629	41
1700119H24Rik	587	2
4930529L06Rik	297	0
1700007F19Rik	1642	0
Platr10	1031	2
4933401H06Rik	937	0
5430434I15Rik	1257	2
1700036G14Rik	539	0
4930406D18Rik	691	0
4930433B08Rik	646	0
4930425O10Rik	1418	0
4930509J09Rik	1526	0
1700125G22Rik	861	0
A930001A20Rik	1581	1
A830019L24Rik	1652	0
9830132P13Rik	4188	25
9330178D15Rik	3451	0
1700007P06Rik	823	0
Gm20750	3515	0
Gm6634	1804	312
Gm20754	1357	0
4933439K11Rik	941	128
Gm20755	1827	10
Gm12522	2439	12
4931420L22Rik	774	0
2810442N19Rik	919	0
Gm16008	2238	405
4930547E14Rik	549	0
4930542C21Rik	954	0
4930542D17Rik	1362	0
4930553E22Rik	539	0
1700022E09Rik	385	0
4930478L05Rik	1880	0
4930455F16Rik	936	0
1700041M19Rik	1129	0
Pla2g10os	331	0
4930578N18Rik	511	2
4930567J20Rik	709	0
1700123M08Rik	1066	161
1700025F24Rik	894	2
1700010J16Rik	887	2
1700094J05Rik	997	1
1700027J07Rik	1060	0
1700010I02Rik	436	0
Tspan2os	590	1
6330410L21Rik	3869	0
Gm11548	2199	0
Gm1653	2424	4
1700030L20Rik	985	0
4931419H13Rik	973	0
1700027H10Rik	583	0
4930419G24Rik	1058	0
4930455H04Rik	1341	29
4930539M17Rik	848	0
4930539N22Rik	1077	0
4930539C22Rik	970	0
4930487H11Rik	895	40
4930521E06Rik	906	0
2310030A07Rik	610	0
4930590L20Rik	551	0
D530049I02Rik	551	0
4931402G19Rik	2258	2
2010009K17Rik	570	6
Bcas1os2	1174	6
4930517E11Rik	1457	0
4930583P06Rik	733	0
Acss2os	629	1
4930533B01Rik	1029	9
8030442B05Rik	1034	22
A130077B15Rik	2547	44
Ptprtos	631	0
9030204H09Rik	653	2
A930019D19Rik	958	24
4930573O16Rik	407	0
D930015M05Rik	1190	53
Arhgap15os	1761	0
Chn1os3	2707	51
D030045P18Rik	1892	28
Pcsk2os2	3370	2
9230105E05Rik	2250	10
4930488B22Rik	1722	0
4930452N14Rik	613	0
Gm20753	545	6
4930412B13Rik	1276	0
4930515L03Rik	485	0
4930555B11Rik	1533	0
2310005A03Rik	1394	0
9430019J16Rik	929	0
Gm13497	2038	0
Gm14015	3949	0
Gm20611	1131	0
Gm13490	2409	0
0610043K17Rik	618	17
Ctrcos	322	0
2210414B05Rik	874	0
4933428C19Rik	818	0
8430436N08Rik	1077	0
A330049N07Rik	1989	8
1700003M07Rik	2315	0
1700045H11Rik	593	10
1700125G02Rik	519	0
Platr9	951	0
4930515B02Rik	593	0
4930556G01Rik	891	0
4930548K13Rik	561	0
D830005E20Rik	1844	67
Platr7	1334	0
Gm5860	1078	2
A730063M14Rik	329	61
4930552N02Rik	1188	0
4930509K18Rik	1810	0
8030443G20Rik	903	0
4930522O17Rik	452	4
Frmpd1os	415	0
A630077J23Rik	957	0
C630028M04Rik	3387	0
Gm12530	1759	4
BC039966	522	0
Fhad1os1	997	0
Gm12718	808	3
Gm12505	757	7
1700095B10Rik	1047	0
2310034O05Rik	1107	0
Gm45916	1776	7
1700027F09Rik	766	0
4933402J10Rik	1176	0
Prkag2os1	990	9
4933438B17Rik	1163	0
8430423G03Rik	639	41
1700025M24Rik	770	0
Gm6329	862	0
1700047L14Rik	514	0
1700081H04Rik	1126	0
4930413E15Rik	1290	0
1700126H18Rik	404	0
4930448I18Rik	733	0
Gm10637	839	0
AW046200	1498	55
4930429D17Rik	1624	7
4930448H16Rik	604	0
4930500L23Rik	745	0
6030466F02Rik	1434	2
4930557J02Rik	1075	0
4930563F08Rik	515	0
B930025P03Rik	3085	8
B930018H19Rik	2121	10
1110046J04Rik	777	656
E130102H24Rik	748	101
Mir124a-1hg	4039	0
1110036E04Rik	777	0
Plet1os	1119	21
4933422A05Rik	1356	2
4933432G23Rik	837	0
C130083M11Rik	2071	36
4933433G15Rik	1153	37
Lncbate3	705	0
Snhg5	1010	3813
1700055C04Rik	355	0
1700072B07Rik	445	0
1700110K17Rik	708	194
4930430J02Rik	448	0
4930428G15Rik	807	0
4933407I05Rik	796	0
4833428L15Rik	1259	0
4930429F24Rik	1520	36
4930524O08Rik	1451	5
4930461G14Rik	780	714
4930502A04Rik	865	0
4930525D18Rik	936	0
4930554C24Rik	1084	0
Lyzl4os	726	0
1700027I24Rik	696	0
1700020M21Rik	642	0
Scarletltr	316	0
7630403G23Rik	1082	0
B230312C02Rik	1336	15
4930540M03Rik	433	0
4930442J19Rik	1466	0
Gm6639	3135	0
Gm15133	832	2
Gm20752	2832	0
Gm10745	1523	0
4930565D16Rik	1112	0
4930593C16Rik	583	2
4930546K05Rik	3539	0
4930568E12Rik	781	0
1700034K08Rik	617	0
0610040F04Rik	2393	15
Kcnd3os	1090	2
AU023762	2179	0
4930511E03Rik	2232	0
4930519F24Rik	577	0
4932413F04Rik	2765	0
B230323A14Rik	1635	0
9430037G07Rik	3177	44
Gm5122	1637	4
4930480G23Rik	1259	12
A730043L09Rik	1205	0
4933400C23Rik	1708	0
Gm20756	1565	0
1700057H15Rik	980	0
2210039B01Rik	1039	0
4933406C10Rik	1633	26
Gm5441	449	0
Gm6213	638	0
Gm6268	300	0
Gm6367	2543	0
Gm6936	1432	2
Gm16497	2842	0
Gm20257	936	140
Gm20300	3440	339
Gm15987	1082	5
Gdap10	2793	251
2700038G22Rik	1370	344
1700101O22Rik	339	0
2610035F20Rik	1149	0
Tunar	3398	0
Gm19990	1221	0
Gm20063	1089	0
9130015A21Rik	1057	97
Gm20187	1973	0
2610307P16Rik	2716	1111
3110056K07Rik	1588	461
Gm20337	1142	98
4930431P03Rik	2282	6
4930452G13Rik	1080	0
4921525O09Rik	3272	0
Gm11351	581	0
4930556M19Rik	4350	335
Gm20324	1116	136
Gm16576	5404	254
4930592A05Rik	1006	0
Gm19782	4789	0
A330102I10Rik	1419	2
Gm19510	1861	30
Gm3716	2872	23
3300005D01Rik	1281	713
Sfta3-ps	2288	2
AI197445	5610	4
Gm2721	1575	0
AW495222	950	0
A330076C08Rik	1937	0
Gm16677	521	0
Gm19303	1874	0
Gm9920	935	6
Gm19689	1543	3
Gm20098	3293	0
Gm5893	1880	0
Gm11762	1705	0
Gm12159	1447	0
Ccdc201	1003	0
Gm2027	3025	6
Nlrp5-ps	4528	6
1110028F11Rik	2705	20
1700012I11Rik	1039	0
6330415B21Rik	2219	0
AA536875	2281	3
BC051226	840	192
Slain1os	3091	0
4922502N22Rik	1149	0
Gm20741	781	0
9330175M20Rik	2552	2
E130008D07Rik	5078	16
G630093K05Rik	3502	0
Gm7008	401	13
4933411G06Rik	1021	0
4933427I22Rik	1548	0
A830009L08Rik	2807	0
A330048O09Rik	667	0
4933431G14Rik	1670	28
Slc2a4rg-ps	2986	366
4930593A02Rik	938	0
4930447N08Rik	1156	0
2010310C07Rik	845	3
Gm10336	3772	1050
1700012D01Rik	695	49
2610316D01Rik	922	0
F730035M05Rik	1296	0
Smc2os	626	2
Cerox1	1473	4
1700042O10Rik	1075	2
Gm8633	551	0
4932702P03Rik	690	0
4931431B13Rik	473	0
1700123O12Rik	568	0
4930430F21Rik	804	0
4833417C18Rik	1319	20
E330017L17Rik	830	0
4930525G20Rik	2987	40
A830082K12Rik	2305	992
Mira	797	4
AI847159	1006	12
Gm15545	1090	219
Gm16336	380	0
2810013P06Rik	2028	1341
Sp3os	1147	382
1700101I11Rik	1043	20
1110015O18Rik	1533	0
Med9os	529	6
5430437J10Rik	1166	4
Gm20740	632	0
BC048602	731	0
B230214G05Rik	2778	0
Gm10433	1982	17
Gm15941	1826	2
Gm16551	2707	19
Gm5083	1204	0
1700097N02Rik	845	28
1700064M15Rik	645	0
Rab26os	295	219
4732491K20Rik	3174	80
D630013N20Rik	2082	0
Eprn	1306	22
Gm4285	1363	286
2810029C07Rik	1954	103
Gm17644	3200	0
2900009J06Rik	464	20
2900076A07Rik	852	387
1700048M11Rik	483	22
1810008I18Rik	840	121
1700102H20Rik	563	15
1700030N03Rik	395	0
AU040972	1038	5
4931403E22Rik	668	9
4933429K18Rik	1015	0
2700089I24Rik	1827	0
A430088P11Rik	4502	18
6030407O03Rik	1801	2
Rptoros	1290	25
9830166K06Rik	2745	0
1700039E22Rik	770	0
4930524O05Rik	592	0
4930526L06Rik	1020	0
4930552P12Rik	2496	10
4930449E18Rik	391	1
1700054A03Rik	780	0
Gm14635	1412	0
Gm19557	2765	463
Gm14827	3089	8
Gm19705	489	293
A330009N23Rik	1776	60
A330032B11Rik	1919	0
D930032P07Rik	1314	4
Mir1a-1hg	2019	18
E330023G01Rik	1483	0
Gm1715	1016	0
B930092H01Rik	2678	2
Gm13582	2655	4
Gm10635	3721	0
2310039L15Rik	642	10
5730420D15Rik	1182	6
Gm13539	596	0
5730435O14Rik	617	6
4933411E08Rik	1704	0
E030044B06Rik	880	0
4933440J02Rik	1144	10
1700030O20Rik	594	0
Arhgap27os3	2731	53
2610016A17Rik	474	0
1700064J06Rik	386	0
4930401C15Rik	865	0
4930405J17Rik	629	0
4930455C13Rik	1016	5
4930467K11Rik	723	0
4930483K19Rik	1237	19
C130060C02Rik	1157	6
4930473O22Rik	1465	0
4930545H06Rik	769	0
4930556N09Rik	1015	0
Grip1os2	723	0
2210409D07Rik	458	7
4921531P14Rik	522	0
Gm6602	1927	0
4930518P08Rik	1185	0
2900057B20Rik	1016	2
St8sia3os	664	41
A630012P03Rik	1972	0
1700120E14Rik	1932	0
Pitpnm2os1	1618	0
4930572K03Rik	931	0
4933424G05Rik	1745	8
8430422H06Rik	1274	0
4930545E07Rik	862	0
4930549G23Rik	580	78
1700028D13Rik	716	0
4930563E18Rik	1553	6
4930455D15Rik	1616	0
1700063O14Rik	492	0
5830416I19Rik	2630	0
1700065O20Rik	702	0
2210420H20Rik	627	0
D730045A05Rik	1269	0
4930578E11Rik	2140	0
Gm10731	1810	0
2010010A06Rik	1204	0
4930527G23Rik	581	0
1700034G24Rik	1081	0
4930474G06Rik	2663	0
Gm15328	2977	8
9330117O12Rik	1840	0
G630071F17Rik	3083	23
Carmn	1357	51
A830052D11Rik	1130	38
G630055G22Rik	1332	0
C030018K13Rik	1521	0
Gm10549	2712	8
4930513D17Rik	1202	2
Lncbate10	1808	2
Bvht	601	261
Gm6277	1422	7
1700018G05Rik	399	0
Gm15997	1491	0
5730412P04Rik	1382	0
5430428K19Rik	904	0
1810013A23Rik	417	31
2410021H03Rik	762	3
2010308F09Rik	701	3
4933401D09Rik	1325	2
4933400B14Rik	978	0
4930452A19Rik	590	0
2010106C02Rik	657	0
2700054A10Rik	4348	191
Mospd4	883	17
1700031A10Rik	656	0
4930515L19Rik	769	0
4930558G05Rik	585	0
Tslrn1	778	0
1700071M16Rik	2504	72
4933438K21Rik	1693	0
Tbc1d22bos	1349	11
B630019K06Rik	2612	464
Gm11413	1461	5
3010001F23Rik	1150	2
1700121L16Rik	561	0
B230119M05Rik	979	0
Platr21	4041	0
1700030A11Rik	888	0
4933433H22Rik	1789	30
4833427F10Rik	1475	210
1700110C19Rik	722	6
4930548J01Rik	731	0
4930480K15Rik	2199	0
3110009F21Rik	1621	0
1700092C02Rik	358	0
1700095A21Rik	1069	0
4930455J16Rik	1627	0
1110028F18Rik	1341	3
Fendrr	3323	46
1810007C17Rik	708	0
1810012K16Rik	542	7
2310081J21Rik	541	0
1700001D01Rik	565	5
1700007J10Rik	1111	69
1700003D09Rik	1389	10
1700003C15Rik	709	0
1700024B18Rik	423	0
Gm10415	2825	0
1700026F02Rik	482	0
1700022H16Rik	476	0
1700029N11Rik	565	0
2310002D06Rik	508	1
2310016D03Rik	1547	0
2310020H05Rik	718	6
2410003L11Rik	612	0
2810404M03Rik	1245	12
2310005E17Rik	1186	0
2210416O15Rik	1504	81
5730480H06Rik	1735	86
4921509O07Rik	2567	0
4921511C10Rik	1463	4
4931440J10Rik	891	4
4933402C06Rik	1000	0
Ppp2r2cos	1491	0
4933405E24Rik	1081	0
4933412O06Rik	1123	7
4933413L06Rik	922	0
1700022A22Rik	855	0
Gm15706	899	181
Zfp572	1098	1
4930413G21Rik	1402	2143
1700011B04Rik	648	0
Gm9958	1492	124
Gm9776	2175	338
1700006F04Rik	439	0
1700044C05Rik	893	0
1700120C14Rik	388	21
D630010B17Rik	1071	15
A230056J06Rik	3154	8
Gm20199	3997	52
F630111L10Rik	7333	2
5930403L14Rik	5677	530
BC037704	1993	149
4933432I03Rik	1061	4
4930444M15Rik	1658	9
4930524C18Rik	1895	0
Gm5124	1972	0
Scgb2b23-ps	516	0
Gm16062	642	62
Gm9895	664	8
Gm4961	2249	4
Gm21057	522	6
9330133O14Rik	2821	875
E330011O21Rik	948	59
1700028E10Rik	2718	43
C330013E15Rik	878	91
AW549542	1769	36
1700105P06Rik	555	7
D030025E07Rik	2348	0
I730028E13Rik	1959	0
Gm7457	2459	0
Gm11944	869	138
1700007L15Rik	747	108
Gm9833	1660	659
4921515E04Rik	2309	0
4930474H20Rik	1479	0
Nrg3os	927	0
4930556J02Rik	677	0
F420014N23Rik	2552	46
C330022C24Rik	1077	22
4930572O13Rik	774	0
AU022793	1868	42
E130310I04Rik	3755	7
Fam219aos	708	0
B230209E15Rik	2058	0
Gm16617	713	370
Nron	3653	2
4933400L20Rik	868	0
1700030F04Rik	418	0
1700060C16Rik	645	0
1700072O05Rik	668	0
4930486I03Rik	786	0
4930509E16Rik	1191	1
4930597G03Rik	1140	0
9430014N10Rik	1131	0
8030423F21Rik	2850	0
Sorbs2os	2474	45
Gm2093	3526	0
Gm10432	4791	21
Gm16853	1986	15
D930007P13Rik	1324	0
Gm20744	2626	6
Gm20745	3796	0
Gm10865	712	19
Mirt2	971	29
Gm19299	1435	6
Gm19710	640	75
Gm16675	1319	149
Gm16596	1549	79
Gm16833	674	3
2310043O21Rik	621	0
4930500F04Rik	576	0
4930413M19Rik	600	0
0610031O16Rik	824	4
4930505G20Rik	561	0
4930470H14Rik	1734	0
A530072M11Rik	1852	34
Gm15350	518	0
9530080O11Rik	1729	1
C730002L08Rik	2917	0
Zfp652os	537	10
I730030J21Rik	961	2
Gm10814	1966	77
Gm16291	2594	0
Gm19583	1366	0
Gm10390	3977	0
Gm16907	2764	379
Gm16702	2384	0
1810034E14Rik	1802	184
1700123O21Rik	675	0
1700021N21Rik	905	0
5730460C07Rik	1834	0
4921508D12Rik	1075	0
4933440M02Rik	1745	6
Gldnos	839	0
4930417O22Rik	1185	0
4931431C16Rik	2735	0
D17Ertd648e	565	2
4930527F14Rik	734	0
4933408J17Rik	1859	11
4930548G14Rik	1185	0
1500012K07Rik	2626	0
4930599N23Rik	880	26
1500015L24Rik	778	0
4933407E24Rik	1873	0
A930024E05Rik	1892	41
6330418K02Rik	741	32
Gm4890	2642	80
1700016L04Rik	910	0
1700025K24Rik	740	0
Alkbh3os1	1550	62
4921511I17Rik	1341	1
4933408N05Rik	1582	4
E130006D01Rik	931	0
A330041J22Rik	1843	14
A430090L17Rik	3687	5
9130227L01Rik	1906	0
A730036I17Rik	3433	0
4933416M07Rik	1520	7
4933407G14Rik	1262	2
4933417O13Rik	1526	0
Gm5420	2206	0
Gm17746	1115	29
Gm5547	459	6
4933416M06Rik	1285	0
D930028M14Rik	1074	1485
4933417D19Rik	1229	21
B130024G19Rik	1812	35
4933433G19Rik	1061	36
Gm14634	1662	24
4933427E13Rik	1493	0
4933430N04Rik	1146	0
4933430H16Rik	1440	0
4933433F19Rik	1086	0
4933430M04Rik	743	0
5430427M07Rik	1022	0
5430440P10Rik	1016	10
7420701I03Rik	736	0
9230009I02Rik	1150	0
Gm6116	1433	2
Gm6313	2562	0
Gm9866	2087	0
4930428O21Rik	1740	0
Gm9054	707	4
Gm11201	3347	26
Gm15413	1935	18
Bcas3os1	3138	4
F630206G17Rik	2396	0
Gata5os	1678	80
9030404E10Rik	1209	14
Gm10532	2301	3
Gm15612	3118	2
Gm10556	3906	0
Gm10787	1548	0
4930413F20Rik	1096	0
Dnmt3aos	1385	17
Gm10578	2876	0
Gm10658	1133	157
4930456L15Rik	1185	2
3200001D21Rik	2283	4
Gm10791	1654	89
1700016G22Rik	593	15
Gm10538	1879	0
Snhg15	592	850
Gm13446	2037	0
Gm13546	1016	8
A230070E04Rik	1851	0
Rab11fip4os2	357	0
AU016765	906	0
1700006H21Rik	622	0
Gm11747	1648	2
1700030M09Rik	964	1
2310008N11Rik	564	0
2700069I18Rik	782	4
2810471M01Rik	1597	0
3100003L05Rik	664	0
3110015C05Rik	938	2
1700023C21Rik	389	0
1700031P21Rik	304	0
Gm13031	924	2
Frs3os	980	25
Ino80dos	1802	182
9530027J09Rik	1684	25
Gm15008	460	12
1700046C09Rik	562	0
1700054M17Rik	445	0
4933404G15Rik	1583	0
4930449E01Rik	601	0
1700051A21Rik	1358	0
1700066N21Rik	774	0
Nell1os	489	0
1700092K14Rik	395	0
1700092C10Rik	569	2
Slfn5os	574	0
1700092E19Rik	1641	0
1700100L14Rik	682	0
Gm4827	807	5
1700109I08Rik	396	0
1700128A07Rik	860	0
2410012E07Rik	1357	0
4930402F11Rik	1000	0
4930404H11Rik	767	2
4930401O10Rik	787	0
4930428E07Rik	919	0
Gm13032	2001	0
Tomm6os	2953	58
B020014A21Rik	1938	0
D230030E09Rik	884	0
Gm16325	3174	3
B020018J22Rik	3223	0
Gm4719	801	0
4930432J09Rik	3132	0
4833412C05Rik	1083	2
Scpep1os	811	20
4930405D11Rik	1009	0
4930401O12Rik	841	0
4930447J18Rik	825	0
4930448C13Rik	806	0
4930438E09Rik	776	2
Gm1976	1912	401
1700084F23Rik	1044	0
4930511A02Rik	1935	0
A730085K08Rik	566	5
4930455B14Rik	1097	0
Gm16938	3184	85
4930465M20Rik	1443	0
4930519H02Rik	968	0
4930519D14Rik	1136	0
4930544M13Rik	1412	0
4930528D03Rik	1239	0
4930543E12Rik	1427	0
1700020G17Rik	610	0
4930471M09Rik	1112	2
4930467D21Rik	2995	27
1700003P14Rik	994	0
C530044C16Rik	1239	28
5031434C07Rik	2116	6
9430018G01Rik	4095	402
A930001C03Rik	1193	52
4930578M01Rik	907	0
Tmem150cos	1340	4
1110019D14Rik	1498	175
AU021063	583	0
1700113A16Rik	983	61
9130221H12Rik	1542	428
C87198	617	0
4933406J10Rik	985	0
2310010J17Rik	538	117
4930567K20Rik	444	0
Particl	1933	478
D830013O20Rik	689	15
A530006G24Rik	1331	1
Gm1720	1503	1
C330024C12Rik	1396	0
9530052E02Rik	954	2
2700070H01Rik	1746	0
Gm6249	3314	4
Gm20751	1270	0
Gm6416	1622	0
Gm6567	2092	0
Gm11981	664	0
Gm15713	1546	0
Gm20757	1604	0
Gm20758	2171	0
Gm20759	879	0
4930448F12Rik	859	0
Gm7538	1519	0
Slc36a1os	1790	0
4933405D12Rik	768	2
4933406G16Rik	1416	0
4933404K08Rik	1434	0
Gm8179	1613	0
1700009C05Rik	787	0
Gm11240	759	5
Gm15412	1096	0
AI463170	540	12
1700085C21Rik	1082	0
Gm13710	830	30
Gm11186	1179	0
Gm10677	2102	160
1700094M24Rik	664	0
1700120G07Rik	884	0
4931430N09Rik	2166	0
4933402J15Rik	1660	2
4930478P22Rik	2060	0
Gm10782	1480	1
Gm10640	1134	0
Gm10445	762	0
Gm10373	668	2
Gm13580	561	0
Gm2109	1433	0
Gm2516	955	0
Gm12409	646	0
Gm2848	733	0
Gm3279	1092	0
Gm4224	1594	0
Gm4251	677	0
Gm4265	674	0
Gm4278	1456	0
C630031E19Rik	3057	0
Gm805	3160	0
Gm25018	121	0
A530046M15Rik	1538	27
Gm26391	121	0
A530065N20Rik	3732	0
Gm22109	121	0
Gm25212	121	0
Gm22291	121	0
Gm23284	121	0
Gm5086	1297	114
5930438M14Rik	2439	0
Gm16863	2450	0
Gm5091	1179	0
C330011F03Rik	2350	0
Gm15850	508	2
C230024C17Rik	3337	2
Gm16063	1699	0
6430584L05Rik	3151	5
9130221F21Rik	2631	0
5430403N17Rik	2553	9
A630019I02Rik	2990	0
BC051537	1668	0
4930447K03Rik	1033	7
